Name,Platform,Year_of_Release,Era,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Global_Sales_Calculated,Sales_Region_Dominant,Critic_Score,Critic_Count,User_Score,User_Count,Score_Gap
LEGO Star Wars: The Complete Saga,Wii,2007,2000s,Action,Lucasarts,Traveller'S Tales,E10+,3.57,1.55,0.0,0.51,5.64,5.63,NA,80.0,17,8.9,62,-9.0
Cooking Mama,DS,2006,2000s,Simulation,505 Games,Taito Corporation,E,3.07,1.91,0.07,0.57,5.63,5.62,NA,67.0,35,7.2,21,-5.0
Tetris,NES,1988,1980s,Puzzle,Nintendo,Unknown,Unknown,2.97,0.69,1.81,0.11,5.58,5.58,NA,71.0,21,7.5,24,-4.0
Super Smash Bros.,N64,1999,1990s,Fighting,Nintendo,Unknown,Unknown,2.95,0.6,1.97,0.04,5.55,5.56,NA,71.0,21,7.5,24,-4.0
Assassin's Creed II,PS3,2009,2000s,Action,Ubisoft,Ubisoft Montreal,M,2.54,1.93,0.21,0.86,5.55,5.54,NA,91.0,70,8.6,1202,5.0
Assassin's Creed,X360,2007,2000s,Adventure,Ubisoft,Ubisoft Montreal,M,3.28,1.64,0.07,0.56,5.54,5.55,NA,81.0,77,7.7,1074,4.0
Forza Motorsport 3,X360,2009,2000s,Racing,Microsoft Game Studios,Turn 10,E,2.99,1.9,0.1,0.5,5.49,5.49,NA,92.0,90,8.0,516,12.0
Super Mario Advance,GBA,2001,2000s,Platform,Nintendo,Nintendo,E,3.14,1.24,0.91,0.2,5.49,5.49,NA,84.0,19,7.8,41,6.0
Monster Hunter Freedom Unite,PSP,2008,2000s,Role-Playing,Capcom,Capcom,T,0.47,0.55,4.13,0.34,5.48,5.49,JP,81.0,48,8.7,124,-6.0
Batman: Arkham City,PS3,2011,2010s,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T,2.71,1.85,0.11,0.81,5.48,5.48,NA,96.0,42,8.6,2162,10.0
Grand Theft Auto V,XOne,2014,2010s,Action,Take-Two Interactive,Rockstar North,M,2.81,2.19,0.0,0.47,5.48,5.47,NA,97.0,14,7.9,764,18.0
Mario Kart: Super Circuit,GBA,2001,2000s,Racing,Nintendo,Intelligent Systems,E,2.62,1.64,0.99,0.23,5.47,5.48,NA,93.0,24,8.3,108,10.0
Super Mario World,GBA,2001,2000s,Platform,Nintendo,Unknown,Unknown,3.21,1.11,0.95,0.2,5.46,5.47,NA,71.0,21,7.5,24,-4.0
Pokemon Stadium,N64,1999,1990s,Strategy,Nintendo,Unknown,Unknown,3.18,1.24,0.94,0.09,5.45,5.45,NA,71.0,21,7.5,24,-4.0
Crash Bandicoot: The Wrath of Cortex,PS2,2001,2000s,Platform,Universal Interactive,Traveller'S Tales,E,2.07,2.29,0.24,0.82,5.42,5.42,EU,66.0,22,7.1,156,-5.0
Call of Duty: World at War,PS3,2008,2000s,Shooter,Activision,Treyarch,M,2.73,1.83,0.0,0.83,5.39,5.39,NA,85.0,45,7.6,409,9.0
Uncharted 4: A Thief's End,PS4,2016,2010s,Shooter,Sony Computer Entertainment,Naughty Dog,T,1.85,2.5,0.19,0.85,5.38,5.39,EU,93.0,113,7.9,7064,14.0
Dr. Mario,GB,1989,1980s,Puzzle,Nintendo,Unknown,Unknown,2.18,0.96,2.0,0.2,5.34,5.34,NA,71.0,21,7.5,24,-4.0
Final Fantasy XIII,PS3,2009,2000s,Role-Playing,Square Enix,Square Enix,T,1.74,1.21,1.87,0.51,5.33,5.33,JP,83.0,83,7.3,2483,10.0
Pokemon Pinball,GB,1999,1990s,Misc,Nintendo,Unknown,Unknown,3.02,1.12,1.01,0.16,5.31,5.31,NA,71.0,21,7.5,24,-4.0
Final Fantasy IX,PS,2000,2000s,Role-Playing,Squaresoft,Squaresoft,T,1.62,0.77,2.78,0.14,5.3,5.31,JP,94.0,22,8.9,779,5.0
Assassin's Creed III,X360,2012,2010s,Action,Ubisoft,Ubisoft,M,3.13,1.69,0.03,0.44,5.29,5.29,NA,84.0,61,6.7,1196,17.0
Final Fantasy X-2,PS2,2003,2000s,Role-Playing,Electronic Arts,Squaresoft,T,1.92,1.08,2.11,0.17,5.29,5.28,JP,85.0,45,6.6,400,19.0
Donkey Kong 64,N64,1999,1990s,Platform,Nintendo,Unknown,Unknown,3.33,0.79,1.09,0.06,5.27,5.27,NA,71.0,21,7.5,24,-4.0
Call of Duty: Advanced Warfare,XOne,2014,2010s,Shooter,Activision,Sledgehammer Games,M,3.22,1.55,0.01,0.48,5.27,5.26,NA,81.0,53,5.4,898,27.0
Minecraft,PS3,2014,2010s,Misc,Sony Computer Entertainment,Unknown,Unknown,2.03,2.37,0.0,0.87,5.26,5.27,EU,71.0,21,7.5,24,-4.0
Assassin's Creed II,X360,2009,2000s,Action,Ubisoft,Ubisoft Montreal,M,3.11,1.55,0.08,0.51,5.26,5.25,NA,90.0,82,8.8,1305,2.0
Tomb Raider II,PS,1997,1990s,Action,Eidos Interactive,Core Design Ltd.,T,2.3,2.46,0.2,0.28,5.24,5.24,EU,85.0,13,7.5,24,10.0
Madden NFL 2004,PS2,2007,2000s,Sports,Electronic Arts,Ea Tiburon,E,4.26,0.26,0.01,0.71,5.23,5.24,NA,94.0,29,8.5,140,9.0
Tomodachi Life,3DS,2013,2010s,Simulation,Nintendo,Unknown,Unknown,0.97,2.11,1.9,0.24,5.23,5.22,EU,71.0,21,7.5,24,-4.0
New Super Mario Bros. U,WiiU,2012,2010s,Platform,Nintendo,Nintendo,E,2.3,1.34,1.27,0.32,5.22,5.23,NA,84.0,70,8.1,733,3.0
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,2000s,Role-Playing,Square Enix,Level 5,T,0.65,0.75,3.61,0.2,5.21,5.21,JP,89.0,63,8.8,245,1.0
Super Mario Bros. 3,GBA,2003,2000s,Platform,Nintendo,Unknown,Unknown,2.93,1.25,0.83,0.2,5.2,5.21,NA,71.0,21,7.5,24,-4.0
Professor Layton and the Curious Village,DS,2007,2000s,Puzzle,Nintendo,Level 5,E,1.21,2.43,1.03,0.52,5.19,5.19,EU,85.0,72,8.6,147,-1.0
Super Mario Land 3: Wario Land,GB,1994,1990s,Platform,Nintendo,Unknown,Unknown,2.49,0.98,1.57,0.15,5.19,5.19,NA,71.0,21,7.5,24,-4.0
FIFA Soccer 13,X360,2012,2010s,Action,Electronic Arts,Electronic Arts,E,1.09,3.47,0.03,0.57,5.16,5.16,EU,90.0,48,6.1,403,29.0
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,1990s,Platform,Nintendo,Unknown,Unknown,2.1,0.74,2.2,0.11,5.15,5.15,JP,71.0,21,7.5,24,-4.0
Diablo III,PC,2012,2010s,Role-Playing,Activision,Blizzard Entertainment,M,2.44,2.16,0.0,0.54,5.14,5.14,NA,88.0,86,4.0,9629,48.0
Medal of Honor: Rising Sun,PS2,2003,2000s,Shooter,Electronic Arts,Ea La,T,1.98,2.23,0.13,0.8,5.13,5.14,EU,68.0,30,7.6,100,-8.0
Kirby's Dream Land,GB,1992,1990s,Platform,Nintendo,Unknown,Unknown,2.71,0.61,1.7,0.11,5.13,5.13,NA,71.0,21,7.5,24,-4.0
Microsoft Flight Simulator,PC,1996,1990s,Simulation,Microsoft Game Studios,Unknown,Unknown,3.22,1.69,0.0,0.2,5.12,5.11,NA,71.0,21,7.5,24,-4.0
Guitar Hero II,PS2,2006,2000s,Misc,Redoctane,Harmonix Music Systems,T,3.81,0.63,0.0,0.68,5.12,5.12,NA,92.0,69,8.5,112,7.0
Fable III,X360,2010,2010s,Role-Playing,Microsoft Game Studios,Lionhead Studios,M,3.59,1.08,0.05,0.38,5.1,5.1,NA,80.0,88,6.5,604,15.0
Mario & Sonic at the Olympic Games,DS,2008,2000s,Sports,Sega,Unknown,Unknown,1.63,2.45,0.44,0.57,5.09,5.09,EU,71.0,21,7.5,24,-4.0
Resident Evil 5,PS3,2009,2000s,Action,Capcom,Capcom,M,1.96,1.41,1.08,0.64,5.09,5.09,NA,84.0,76,7.5,667,9.0
The Legend of Zelda: Phantom Hourglass,DS,2007,2000s,Action,Nintendo,Nintendo,E,1.85,1.8,0.95,0.48,5.08,5.08,NA,90.0,57,8.0,416,10.0
Super Mario Bros.,GB,1999,1990s,Platform,Nintendo,Unknown,Unknown,3.4,1.3,0.15,0.22,5.07,5.07,NA,71.0,21,7.5,24,-4.0
FIFA Soccer 11,PS3,2010,2010s,Sports,Electronic Arts,Ea Sports,E,0.61,3.28,0.06,1.12,5.07,5.07,EU,89.0,51,8.0,233,9.0
Resident Evil,PS,1996,1990s,Action,Virgin Interactive,Capcom,M,2.05,1.16,1.11,0.73,5.05,5.05,NA,91.0,8,9.0,266,1.0
Grand Theft Auto: Vice City Stories,PSP,2006,2000s,Action,Take-Two Interactive,Rockstar Leeds,M,1.7,1.99,0.16,1.18,5.03,5.03,EU,86.0,50,8.0,150,6.0
Tony Hawk's Pro Skater,PS,1999,1990s,Sports,Activision,Neversoft Entertainment,T,3.42,1.38,0.02,0.2,5.02,5.02,NA,92.0,18,9.2,69,0.0
Warzone 2100,PS,1999,1990s,Strategy,Eidos Interactive,Unknown,Unknown,2.79,1.89,0.0,0.33,5.01,5.01,NA,71.0,21,7.5,24,-4.0
Spyro the Dragon,PS,1998,1990s,Platform,Sony Computer Entertainment,Unknown,Unknown,3.36,1.36,0.07,0.21,5.0,5.0,NA,71.0,21,7.5,24,-4.0
Guitar Hero III: Legends of Rock,PS2,2007,2000s,Misc,Activision,"Neversoft Entertainment, Budcat",T,3.49,0.01,0.01,1.48,4.98,4.99,NA,82.0,24,8.2,46,0.0
Link's Crossbow Training,Wii,2007,2000s,Shooter,Nintendo,Nintendo,T,3.05,1.17,0.29,0.46,4.98,4.97,NA,68.0,34,7.1,47,-3.0
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,2000s,Role-Playing,Nintendo,Unknown,Unknown,1.83,1.19,1.54,0.37,4.93,4.93,NA,71.0,21,7.5,24,-4.0
Fallout 3,X360,2008,2000s,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M,3.4,0.99,0.09,0.45,4.93,4.93,NA,93.0,84,8.5,1655,8.0
Uncharted: Drake's Fortune,PS3,2007,2000s,Action,Sony Computer Entertainment,"Naughty Dog, Sce/Wws",T,2.31,1.72,0.12,0.77,4.92,4.92,NA,88.0,66,8.1,2306,7.0
Madden NFL 06,PS2,2005,2000s,Sports,Electronic Arts,Ea Sports,E,3.98,0.26,0.01,0.66,4.91,4.91,NA,88.0,29,8.0,121,8.0
Diddy Kong Racing,N64,1997,1990s,Racing,Nintendo,Unknown,Unknown,2.91,0.99,0.89,0.1,4.88,4.89,NA,71.0,21,7.5,24,-4.0
Monster Hunter Freedom 3,PSP,2010,2010s,Role-Playing,Capcom,Unknown,Unknown,0.0,0.0,4.87,0.0,4.87,4.87,JP,71.0,21,7.5,24,-4.0
Super Smash Bros. for Wii U and 3DS,WiiU,2014,2010s,Fighting,Nintendo,Unknown,Unknown,2.6,1.08,0.81,0.38,4.87,4.87,NA,71.0,21,7.5,24,-4.0
Dr. Mario,NES,1990,1990s,Puzzle,Nintendo,Unknown,Unknown,2.62,0.6,1.52,0.1,4.85,4.84,NA,71.0,21,7.5,24,-4.0
StarCraft II: Wings of Liberty,PC,2010,2010s,Strategy,Activision,Blizzard Entertainment,T,2.57,1.68,0.0,0.58,4.84,4.83,NA,93.0,82,8.2,3052,11.0
Assassin's Creed,PS3,2007,2000s,Adventure,Ubisoft,Ubisoft Montreal,M,1.91,2.0,0.09,0.82,4.82,4.82,EU,81.0,40,7.3,769,8.0
God of War III,PS3,2010,2010s,Action,Sony Computer Entertainment,Sce Santa Monica,M,2.74,1.33,0.12,0.61,4.8,4.8,NA,92.0,101,8.7,2633,5.0
Crash Team Racing,PS,1999,1990s,Racing,Sony Computer Entertainment,Naughty Dog,E,2.57,1.57,0.44,0.21,4.79,4.79,NA,88.0,20,9.0,233,-2.0
LEGO Star Wars: The Complete Saga,DS,2007,2000s,Action,Lucasarts,Tt Fusion,E,2.83,1.48,0.0,0.45,4.76,4.76,NA,80.0,9,5.4,46,26.0
Driver 2,PS,2000,2000s,Action,Atari,Reflections Interactive,T,2.36,2.1,0.02,0.25,4.73,4.73,NA,62.0,14,7.7,92,-15.0
Batman: Arkham City,X360,2011,2010s,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T,2.99,1.27,0.04,0.42,4.73,4.72,NA,94.0,87,8.7,1472,7.0
The Last of Us,PS4,2014,2010s,Action,Sony Computer Entertainment,Unknown,Unknown,1.88,2.0,0.07,0.77,4.71,4.72,EU,71.0,21,7.5,24,-4.0
The Simpsons: Hit & Run,PS2,2003,2000s,Racing,Vivendi Games,Unknown,Unknown,1.73,2.19,0.0,0.79,4.7,4.71,EU,71.0,21,7.5,24,-4.0
Tony Hawk's Pro Skater 2,PS,2000,2000s,Sports,Activision,Neversoft Entertainment,T,3.05,1.41,0.02,0.2,4.68,4.68,NA,98.0,19,7.7,299,21.0
The Lord of the Rings: The Two Towers,PS2,2002,2000s,Action,Electronic Arts,Stormfront Studios,T,1.94,1.95,0.08,0.7,4.67,4.67,EU,82.0,32,8.2,78,0.0
Tomb Raider,PS,1996,1990s,Action,Eidos Interactive,Core Design Ltd.,T,2.29,1.97,0.13,0.24,4.63,4.63,NA,91.0,13,8.6,147,5.0
Animal Crossing: City Folk,Wii,2008,2000s,Simulation,Nintendo,Nintendo,E,1.82,1.12,1.32,0.36,4.62,4.62,NA,73.0,50,7.6,119,-3.0
Uncharted: The Nathan Drake Collection,PS4,2015,2010s,Action,Sony Computer Entertainment,Bluepoint Games,T,2.07,1.71,0.08,0.76,4.62,4.62,NA,86.0,78,8.1,1264,5.0
The Legend of Zelda: A Link to the Past,SNES,1991,1990s,Action,Nintendo,Unknown,Unknown,2.42,0.91,1.15,0.13,4.61,4.61,NA,71.0,21,7.5,24,-4.0
The Legend of Zelda: The Wind Waker,GC,2002,2000s,Action,Nintendo,Nintendo,E,2.6,0.99,0.89,0.13,4.6,4.61,NA,96.0,80,8.9,968,7.0
Guitar Hero III: Legends of Rock,Wii,2007,2000s,Misc,Activision,Vicarious Visions,T,3.04,1.11,0.0,0.43,4.6,4.58,NA,86.0,36,8.4,87,2.0
Luigi's Mansion: Dark Moon,3DS,2013,2010s,Action,Nintendo,Next Level Games,E,1.8,1.39,1.11,0.29,4.59,4.59,NA,86.0,74,8.4,458,2.0
Forza Motorsport 4,X360,2011,2010s,Racing,Microsoft Game Studios,Turn 10,E,2.08,1.97,0.06,0.46,4.57,4.57,NA,91.0,83,8.2,617,9.0
Mario & Sonic at the Olympic Winter Games,Wii,2009,2000s,Sports,Sega,Unknown,Unknown,1.87,1.96,0.22,0.48,4.53,4.53,EU,71.0,21,7.5,24,-4.0
Madden NFL 2005,PS2,2004,2000s,Sports,Electronic Arts,Ea Tiburon,E,4.18,0.26,0.01,0.08,4.53,4.53,NA,91.0,30,7.9,78,12.0
Guitar Hero III: Legends of Rock,X360,2007,2000s,Misc,Activision,Neversoft Entertainment,T,3.19,0.91,0.01,0.42,4.53,4.53,NA,85.0,69,7.9,165,6.0
Pitfall!,2600,1981,1980s,Platform,Activision,Unknown,Unknown,4.21,0.24,0.0,0.05,4.5,4.5,NA,71.0,21,7.5,24,-4.0
Madden NFL 07,PS2,2006,2000s,Sports,Electronic Arts,Ea Sports,E,3.63,0.24,0.01,0.61,4.49,4.49,NA,84.0,29,8.2,39,2.0
Halo 5: Guardians,XOne,2015,2010s,Shooter,Microsoft Game Studios,343 Industries,T,2.78,1.27,0.03,0.41,4.48,4.49,NA,84.0,101,6.4,2438,20.0
Spider-Man: The Movie,PS2,2002,2000s,Action,Activision,Treyarch,E,2.71,1.51,0.03,0.23,4.48,4.48,NA,76.0,25,7.9,41,-3.0
Dragon Quest VII: Warriors of Eden,PS,2000,2000s,Role-Playing,Enix Corporation,Unknown,Unknown,0.2,0.14,4.1,0.02,4.47,4.46,JP,71.0,21,7.5,24,-4.0
Call of Duty: Infinite Warfare,PS4,2016,2010s,Shooter,Activision,Infinity Ward,M,1.61,2.0,0.15,0.71,4.46,4.47,EU,77.0,82,3.4,1129,43.0
God of War,PS2,2005,2000s,Action,Sony Computer Entertainment,Sce Santa Monica,M,2.71,1.29,0.02,0.43,4.45,4.45,NA,94.0,75,8.9,997,5.0
Splatoon,WiiU,2015,2010s,Shooter,Nintendo,Nintendo,E10+,1.54,1.18,1.46,0.26,4.43,4.44,NA,81.0,88,8.5,1184,-4.0
Nintendo Land,WiiU,2012,2010s,Misc,Nintendo,Nintendo,E10+,2.52,1.11,0.46,0.33,4.42,4.42,NA,77.0,61,7.9,471,-2.0
Tony Hawk's Pro Skater 3,PS2,2001,2000s,Sports,Activision,Neversoft Entertainment,T,2.66,1.29,0.01,0.46,4.41,4.42,NA,97.0,34,7.5,298,22.0
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,2000s,Sports,Konami Digital Entertainment,Konami,E,0.1,2.39,1.05,0.86,4.39,4.4,EU,86.0,19,8.9,33,-3.0
The Elder Scrolls IV: Oblivion,X360,2006,2000s,Role-Playing,Take-Two Interactive,Bethesda Softworks,M,2.82,1.03,0.13,0.4,4.38,4.38,NA,94.0,90,8.7,1109,7.0
Zelda II: The Adventure of Link,NES,1987,1980s,Adventure,Nintendo,Unknown,Unknown,2.19,0.5,1.61,0.08,4.38,4.38,NA,71.0,21,7.5,24,-4.0
Need for Speed: Most Wanted,PS2,2005,2000s,Racing,Electronic Arts,Ea Canada,T,2.03,1.79,0.08,0.47,4.37,4.37,NA,82.0,36,9.1,137,-9.0
Michael Jackson: The Experience,Wii,2010,2010s,Misc,Ubisoft,"Ubisoft Paris, Ubisoft Montpellier",E10+,2.64,1.33,0.01,0.39,4.36,4.37,NA,56.0,37,8.3,31,-27.0
Call of Duty: Advanced Warfare,PS3,2014,2010s,Shooter,Activision,High Moon Studios,M,1.56,1.93,0.19,0.68,4.36,4.36,EU,71.0,21,4.8,207,23.0
Resistance: Fall of Man,PS3,2006,2000s,Shooter,Sony Computer Entertainment,Insomniac Games,M,1.74,1.72,0.14,0.75,4.34,4.35,NA,86.0,70,8.1,715,5.0
Sonic the Hedgehog,GEN,1991,1990s,Platform,Sega,Unknown,Unknown,3.03,0.91,0.26,0.13,4.34,4.33,NA,71.0,21,7.5,24,-4.0
Kingdom Hearts II,PS2,2005,2000s,Role-Playing,Square Enix,Square Enix,E10+,2.2,0.58,1.38,0.17,4.33,4.33,NA,87.0,64,9.0,766,-3.0
The Legend of Zelda: Ocarina of Time,3DS,2011,2010s,Action,Nintendo,Unknown,Unknown,2.09,1.31,0.62,0.31,4.33,4.33,NA,71.0,21,7.5,24,-4.0
Super Mario 3D World,WiiU,2013,2010s,Platform,Nintendo,Nintendo,E,2.11,1.16,0.73,0.32,4.32,4.32,NA,93.0,83,9.0,1607,3.0
Minecraft,PS4,2014,2010s,Misc,Sony Computer Entertainment Europe,Unknown,Unknown,1.48,2.02,0.14,0.68,4.32,4.32,EU,71.0,21,7.5,24,-4.0
Asteroids,2600,1980,1980s,Shooter,Atari,Unknown,Unknown,4.0,0.26,0.0,0.05,4.31,4.31,NA,71.0,21,7.5,24,-4.0
Call of Duty: Advanced Warfare,X360,2014,2010s,Shooter,Activision,High Moon Studios,M,2.77,1.11,0.0,0.4,4.29,4.28,NA,71.0,21,4.9,221,22.0
FIFA 15,PS3,2014,2010s,Sports,Electronic Arts,Ea Sports,E,0.58,3.02,0.04,0.64,4.28,4.28,EU,71.0,21,4.5,109,26.0
Fable II,X360,2008,2000s,Role-Playing,Microsoft Game Studios,Lionhead Studios,M,2.51,1.24,0.11,0.41,4.27,4.27,NA,89.0,95,6.5,2423,24.0
Namco Museum,GBA,2001,2000s,Misc,Namco Bandai Games,Mass Media,E,3.0,1.11,0.05,0.07,4.24,4.23,NA,79.0,10,7.3,6,6.0
Batman: Arkham Asylum,PS3,2009,2000s,Action,Eidos Interactive,Rocksteady Studios,T,2.24,1.31,0.07,0.61,4.23,4.23,NA,91.0,70,8.9,1122,2.0
Metal Gear Solid 3: Snake Eater,PS2,2004,2000s,Action,Konami Digital Entertainment,Kcej,M,1.46,0.0,0.83,1.93,4.23,4.22,Other,91.0,68,9.3,955,-2.0
Assassin's Creed: Revelations,PS3,2011,2010s,Action,Ubisoft,Ubisoft Montreal,M,1.41,2.01,0.1,0.7,4.22,4.22,EU,80.0,39,7.5,613,5.0
Fallout 4,XOne,2015,2010s,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M,2.51,1.32,0.01,0.38,4.22,4.22,NA,88.0,39,6.2,1749,26.0
FIFA 14,X360,2013,2010s,Sports,Electronic Arts,Ea Canada,E,0.92,2.89,0.01,0.4,4.22,4.22,EU,84.0,41,4.2,435,42.0
Daxter,PSP,2006,2000s,Platform,Sony Computer Entertainment,Ready At Dawn,E10+,2.45,1.01,0.0,0.75,4.21,4.21,NA,85.0,59,8.7,109,-2.0
Warcraft II: Tides of Darkness,PC,1995,1990s,Strategy,Activision,Unknown,Unknown,1.7,2.27,0.0,0.23,4.21,4.2,EU,71.0,21,7.5,24,-4.0
FIFA Soccer 06,PS2,2005,2000s,Sports,Electronic Arts,Ea Canada,E,0.78,2.55,0.04,0.84,4.21,4.21,EU,80.0,32,7.8,47,2.0
EyeToy Play,PS2,2003,2000s,Misc,Sony Computer Entertainment,"Scee, Zoe Mode",E,0.88,2.3,0.2,0.83,4.2,4.21,EU,80.0,32,7.5,22,5.0
Gran Turismo 5 Prologue,PS3,2007,2000s,Racing,Sony Computer Entertainment,Polyphony Digital,E,1.28,1.82,0.57,0.52,4.19,4.19,EU,80.0,67,7.1,120,9.0
Assassin's Creed: Revelations,X360,2011,2010s,Action,Ubisoft,Ubisoft Montreal,M,2.25,1.47,0.04,0.43,4.19,4.19,NA,80.0,77,7.2,564,8.0
FIFA 12,X360,2011,2010s,Sports,Electronic Arts,Unknown,Unknown,0.84,2.78,0.02,0.53,4.18,4.17,EU,71.0,21,7.5,24,-4.0
Teenage Mutant Ninja Turtles,NES,1989,1980s,Action,Palcom,Unknown,Unknown,3.38,0.44,0.31,0.04,4.17,4.17,NA,71.0,21,7.5,24,-4.0
Street Fighter IV,PS3,2009,2000s,Fighting,Capcom,Capcom,T,2.03,1.04,0.58,0.52,4.16,4.17,NA,94.0,61,7.3,330,21.0
Excitebike,NES,1984,1980s,Racing,Nintendo,Unknown,Unknown,2.04,0.48,1.57,0.07,4.16,4.16,NA,71.0,21,7.5,24,-4.0
Frogger,PS,1997,1990s,Action,Hasbro Interactive,Unknown,Unknown,3.79,0.27,0.0,0.11,4.16,4.17,NA,71.0,21,7.5,24,-4.0
Madden NFL 2003,PS2,2002,2000s,Sports,Electronic Arts,Ea Sports,E,3.36,0.21,0.01,0.56,4.14,4.14,NA,95.0,25,7.7,65,18.0
Half-Life,PC,1997,1990s,Shooter,Vivendi Games,Valve Software,M,4.03,0.0,0.09,0.0,4.12,4.12,NA,96.0,24,9.1,3161,5.0
Super Mario World 2: Yoshi's Island,SNES,1995,1990s,Platform,Nintendo,Unknown,Unknown,1.65,0.61,1.76,0.09,4.12,4.11,JP,71.0,21,7.5,24,-4.0
FIFA Soccer 07,PS2,2006,2000s,Sports,Electronic Arts,Unknown,Unknown,0.71,2.48,0.03,0.89,4.11,4.11,EU,71.0,21,7.5,24,-4.0
Street Fighter II Turbo,SNES,1992,1990s,Fighting,Capcom,Unknown,Unknown,1.42,0.51,2.1,0.07,4.1,4.1,JP,71.0,21,7.5,24,-4.0
World of Warcraft: The Burning Crusade,PC,2007,2000s,Role-Playing,Activision,Blizzard Entertainment,T,2.57,1.52,0.0,0.0,4.09,4.09,NA,91.0,46,7.9,785,12.0
Battlefield 1,PS4,2016,2010s,Shooter,Electronic Arts,Ea Dice,M,1.1,2.15,0.21,0.61,4.08,4.07,EU,88.0,31,8.4,809,4.0
God of War II,PS2,2007,2000s,Action,Sony Computer Entertainment,Sce Santa Monica,M,2.32,0.04,0.04,1.67,4.07,4.07,NA,93.0,70,8.9,709,4.0
World Soccer Winning Eleven 9,PS2,2005,2000s,Sports,Konami Digital Entertainment,Konami,E,0.12,2.26,0.9,0.77,4.06,4.05,EU,71.0,21,8.2,23,-11.0
Fallout: New Vegas,X360,2010,2010s,Role-Playing,Bethesda Softworks,Obsidian Entertainment,M,2.66,1.03,0.04,0.33,4.05,4.06,NA,84.0,81,8.1,769,3.0
Forza Motorsport 2,X360,2007,2000s,Racing,Microsoft Game Studios,Turn 10,E,2.35,1.27,0.03,0.41,4.05,4.06,NA,90.0,66,8.3,381,7.0
Carnival Games,Wii,2007,2000s,Misc,Take-Two Interactive,Cat Daddy Games,E,2.12,1.47,0.05,0.42,4.05,4.06,NA,56.0,27,6.0,44,-4.0
Watch Dogs,PS4,2014,2010s,Action,Ubisoft,Ubisoft Montreal,M,1.4,1.9,0.11,0.64,4.05,4.05,EU,80.0,80,6.3,2996,17.0
Namco Museum Vol.3,PS,1996,1990s,Misc,Sony Computer Entertainment,Unknown,Unknown,2.28,1.55,0.16,0.06,4.05,4.05,NA,71.0,21,7.5,24,-4.0
Tekken Tag Tournament,PS2,2000,2000s,Fighting,Namco Bandai Games,Namco,T,1.68,1.51,0.51,0.35,4.05,4.05,NA,85.0,25,8.5,117,0.0
Far Cry 4,PS4,2014,2010s,Shooter,Ubisoft,Ubisoft Montreal,M,1.13,2.18,0.1,0.63,4.04,4.04,EU,85.0,83,7.7,1653,8.0
Star Fox 64,N64,1997,1990s,Shooter,Nintendo,Unknown,Unknown,2.78,0.58,0.64,0.04,4.03,4.04,NA,71.0,21,7.5,24,-4.0
Golf,NES,1984,1980s,Sports,Nintendo,Unknown,Unknown,1.22,0.28,2.46,0.04,4.01,4.0,JP,71.0,21,7.5,24,-4.0
Namco Museum: 50th Anniversary,PS2,2005,2000s,Misc,Namco Bandai Games,Digital Eclipse,E10+,2.08,1.35,0.0,0.54,3.98,3.97,NA,61.0,21,7.5,24,-14.0
Left 4 Dead 2,X360,2009,2000s,Shooter,Electronic Arts,Valve Software,M,2.67,0.87,0.05,0.38,3.97,3.97,NA,89.0,76,8.6,681,3.0
The Witcher 3: Wild Hunt,PS4,2015,2010s,Role-Playing,Namco Bandai Games,Cd Projekt Red Studio,M,1.02,2.13,0.23,0.59,3.97,3.97,EU,92.0,79,9.2,10179,0.0
Assassin's Creed: Unity,PS4,2014,2010s,Action,Ubisoft,"Ubisoft, Ubisoft Montreal",M,1.19,2.07,0.08,0.62,3.96,3.96,EU,70.0,40,4.9,2050,21.0
Batman: Arkham Knight,PS4,2015,2010s,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,M,1.53,1.69,0.1,0.64,3.95,3.96,EU,87.0,89,7.6,2679,11.0
The Legend of Zelda: Skyward Sword,Wii,2011,2010s,Action,Nintendo,Nintendo,E10+,2.03,1.16,0.37,0.38,3.95,3.94,NA,93.0,81,8.0,1958,13.0
Fallout 3,PS3,2008,2000s,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M,2.15,1.13,0.07,0.59,3.94,3.94,NA,90.0,57,8.0,910,10.0
Professor Layton and the Diabolical Box,DS,2007,2000s,Puzzle,Nintendo,Level 5,E10+,0.9,1.76,0.92,0.37,3.94,3.95,EU,84.0,65,8.8,72,-4.0
Donkey Kong Land,GB,1994,1990s,Platform,Nintendo,Unknown,Unknown,1.97,0.76,1.07,0.11,3.91,3.91,NA,71.0,21,7.5,24,-4.0
EA Sports Active,Wii,2009,2000s,Sports,Electronic Arts,Ea Canada,E,2.09,1.35,0.06,0.4,3.9,3.9,NA,81.0,27,8.7,39,-6.0
